"","genes","logFC","logCPM","LR","PValue","ENSEMBL","SYMBOL","GENENAME"
"397","ENSG00000142765",-2.0701757184345,5.76106387223559,55.8238592669307,2.6139559688203e-11,"ENSG00000142765","SYTL1","synaptotagmin like 1"
"10255","ENSG00000110665",-3.65002423618538,3.09090983689148,55.7904720035524,2.6144154775059e-11,"ENSG00000110665","C11orf21","chromosome 11 open reading frame 21"
"17051","ENSG00000104814",-3.70782350019879,4.32426363637396,55.6029674619621,2.82890905360622e-11,"ENSG00000104814","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1"
"16708","ENSG00000196684",-3.35754865760554,4.32709153519621,55.4408358745363,3.02257188772401e-11,"ENSG00000196684","HSH2D","hematopoietic SH2 domain containing"
"17180","ENSG00000104783",-3.95929800997956,3.70952149910968,55.3309319375114,3.14564487612259e-11,"ENSG00000104783","KCNN4","potassium calcium-activated channel subfamily N member 4"
"5271","ENSG00000272144",-2.58870704577026,0.127596182195337,55.2870333735078,3.16642594288322e-11,"ENSG00000272144","AC025171.4","novel transcript, antisense to CCDC90B"
"6151","ENSG00000111913",-2.47429165319849,4.68450969727679,55.2441729542443,3.18644020603338e-11,"ENSG00000111913","RIPOR2","RHO family interacting cell polarization regulator 2"
"3989","ENSG00000173200",-4.03134992419489,4.81335277202336,54.6701217219829,4.20262995445581e-11,"ENSG00000173200","PARP15","poly(ADP-ribose) polymerase family member 15"
"1531","ENSG00000188404",-3.49034215645694,3.98912263969706,54.5021454467743,4.50747186209468e-11,"ENSG00000188404","SELL","selectin L"
"14315","ENSG00000177455",-7.00607368696775,4.33887220506791,54.4738395670148,4.50747186209468e-11,"ENSG00000177455","CD19","CD19 molecule"
"11036","ENSG00000149311",-1.41402646827384,6.71957321970983,54.319373650708,4.80541036961085e-11,"ENSG00000149311","ATM","ATM serine/threonine kinase"
"3224","ENSG00000079263",-4.31416762310757,3.32617870421008,54.2562420236559,4.89141337137592e-11,"ENSG00000079263","SP140","SP140 nuclear body protein"
"12326","ENSG00000238121",-4.16453538691193,1.94698330668001,53.9121972766969,5.5363981805806e-11,"ENSG00000238121","LINC00426","long intergenic non-protein coding RNA 426"
"15251","ENSG00000185862",-3.81950786785123,4.72092738240868,53.9212786625349,5.5363981805806e-11,"ENSG00000185862","EVI2B","ecotropic viral integration site 2B"
"16755","ENSG00000130475",-3.81562759604347,3.02508060935557,53.9758959434377,5.5363981805806e-11,"ENSG00000130475","FCHO1","FCH and mu domain containing endocytic adaptor 1"
"19084","ENSG00000015285",-2.9236650642732,3.97958881318727,53.9036746071289,5.5363981805806e-11,"ENSG00000015285","WAS","WASP actin nucleation promoting factor"
"11340","ENSG00000111679",-1.8291959586477,5.88486232560578,53.7484605151632,5.83384073979353e-11,"ENSG00000111679","PTPN6","protein tyrosine phosphatase non-receptor type 6"
"15368","ENSG00000264198",-4.18431123444472,4.40074642024636,53.7630424135563,5.83384073979353e-11,"ENSG00000264198","None","NMNAT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20024]"
"1438","ENSG00000117091",-3.85321328815548,3.15764483993431,53.702825795765,5.89338797651176e-11,"ENSG00000117091","CD48","CD48 molecule"
"163","ENSG00000171608",-1.98221992650906,5.55016856348005,53.5257469062021,6.24001058629799e-11,"ENSG00000171608","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"2347","ENSG00000234572",-7.84945615478417,-2.23511942399385,53.5154571228429,6.24001058629799e-11,"ENSG00000234572","LINC01800","long intergenic non-protein coding RNA 1800"
"4924","ENSG00000145386",-2.03566609572994,2.13343530824281,53.5167069372658,6.24001058629799e-11,"ENSG00000145386","CCNA2","cyclin A2"
"11305","ENSG00000139190",-1.23204806359778,6.38419882914686,53.3567659071733,6.68147550549333e-11,"ENSG00000139190","VAMP1","vesicle associated membrane protein 1"
"18679","ENSG00000100055",-2.83399198639323,4.57977093118222,53.1207916104116,7.44241752898371e-11,"ENSG00000100055","CYTH4","cytohesin 4"
"15891","ENSG00000141524",-2.24242115993601,6.1175997502262,53.0387449789501,7.66637471879725e-11,"ENSG00000141524","TMC6","transmembrane channel like 6"
"13046","ENSG00000015133",-2.72012617080965,5.16483132356019,52.9698066635233,7.84569225389812e-11,"ENSG00000015133","CCDC88C","coiled-coil domain containing 88C"
"8041","ENSG00000136573",-5.75353393586154,4.21219321926389,52.6358119159229,9.1905925248725e-11,"ENSG00000136573","BLK","BLK proto-oncogene, Src family tyrosine kinase"
"13742","ENSG00000140368",-3.19886713605861,3.8364644336473,52.4445576274647,9.89774833010673e-11,"ENSG00000140368","PSTPIP1","proline-serine-threonine phosphatase interacting protein 1"
"18731","ENSG00000239713",-2.14961726828928,3.39910796385342,52.4620612076443,9.89774833010673e-11,"ENSG00000239713","APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G"
"6918","ENSG00000178199",-3.76092920434604,2.79428739829971,52.3691058092198,1.01685457297259e-10,"ENSG00000178199","ZC3H12D","zinc finger CCCH-type containing 12D"
"7399","ENSG00000182487",-3.7432320799746,1.83692140403244,52.1931600040132,1.09967116454051e-10,"ENSG00000182487","NCF1B","neutrophil cytosolic factor 1B pseudogene"
"18685","ENSG00000100092",-2.36450384011205,3.32913514353088,52.0684467371982,1.15875791028415e-10,"ENSG00000100092","SH3BP1","SH3 domain binding protein 1"
"17133","ENSG00000268027",-4.19903491456292,1.82048784664631,52.0204882490061,1.17435916519693e-10,"ENSG00000268027","AC243960.1","novel transcript, antisense to MYO7B"
"13394","ENSG00000137841",-3.09672074748855,5.45948221815613,51.7642937640502,1.32349004164202e-10,"ENSG00000137841","PLCB2","phospholipase C beta 2"
"8149","ENSG00000168081",-5.85728397845175,0.436352827605046,51.7255905427192,1.32531778031657e-10,"ENSG00000168081","PNOC","prepronociceptin"
"15518","ENSG00000184922",-2.64502744624771,5.43352043153623,51.7193589846838,1.32531778031657e-10,"ENSG00000184922","FMNL1","formin like 1"
"5958","ENSG00000146094",-2.87450042281218,4.20029985381803,51.6343947881869,1.36936237834001e-10,"ENSG00000146094","DOK3","docking protein 3"
"18516","ENSG00000128218",-4.766651645526,1.4716411654465,51.5971076510359,1.38108010438106e-10,"ENSG00000128218","VPREB3","V-set pre-B cell surrogate light chain 3"
"2688","ENSG00000169679",-3.56248635827164,1.02839833366272,51.4806919823655,1.45034321504341e-10,"ENSG00000169679","BUB1","BUB1 mitotic checkpoint serine/threonine kinase"
"15517","ENSG00000267121",-3.63229507415112,3.83246952353451,51.4221314948862,1.47900982062702e-10,"ENSG00000267121","LOC339192","uncharacterized LOC339192"
"7432","ENSG00000165178",-4.01501470492793,1.5753362075387,51.1352514416314,1.6944496299846e-10,"ENSG00000165178","NCF1C","neutrophil cytosolic factor 1C pseudogene"
"5151","ENSG00000164362",-7.11125861788129,-1.61516739257213,51.1056035002948,1.70303376927702e-10,"ENSG00000164362","TERT","telomerase reverse transcriptase"
"2884","ENSG00000073737",-4.12576274395984,-0.177965701297958,50.9295238097938,1.84441949185499e-10,"ENSG00000073737","DHRS9","dehydrogenase/reductase 9"
"2920","ENSG00000144354",-3.37909038986904,1.89723745471755,50.8793709898437,1.85226631245984e-10,"ENSG00000144354","CDCA7","cell division cycle associated 7"
"4594","ENSG00000174130",-3.72984545472205,2.9311949361035,50.8696315947265,1.85226631245984e-10,"ENSG00000174130","TLR6","toll like receptor 6"
"7877","ENSG00000211772",-3.84400867457668,5.3573422809596,50.844955661405,1.85226631245984e-10,"ENSG00000211772","TRBC2","novel zinc finger pseudogene (KIAA1629)"
"11681","ENSG00000139626",-2.53487929982161,4.28822793990075,50.8635368142519,1.85226631245984e-10,"ENSG00000139626","ITGB7","integrin subunit beta 7"
"16763","ENSG00000096996",-3.74832173077166,2.20373456555486,50.6817213784514,1.99391141296161e-10,"ENSG00000096996","IL12RB1","interleukin 12 receptor subunit beta 1"
"2613","ENSG00000115085",-3.30294688821859,4.92962853653491,50.2100610257031,2.45162462453091e-10,"ENSG00000115085","ZAP70","zeta chain of T cell receptor associated protein kinase 70"
"9868","ENSG00000138134",-3.01285024837915,3.1281073292736,50.2034713533745,2.45162462453091e-10,"ENSG00000138134","STAMBPL1","STAM binding protein like 1"
"13201","ENSG00000253701",-6.65960417310686,0.58878014522876,50.2574867683775,2.45162462453091e-10,"ENSG00000253701","None","ferritin heavy chain 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:3981]"
"17149","ENSG00000028277",-3.80346135633662,4.35429458630243,50.2296603365335,2.45162462453091e-10,"ENSG00000028277","POU2F2","POU class 2 homeobox 2"
"1508","ENSG00000198821",-3.13920290834464,3.501188349949,50.1807847420684,2.45778899863823e-10,"ENSG00000198821","CD247","CD247 molecule"
"1032","ENSG00000143119",-3.25034150504822,5.58938788561577,50.121156639354,2.51099827569416e-10,"ENSG00000143119","CD53","CD53 molecule"
"2366","ENSG00000163219",-2.21155867545392,4.23783339113025,50.0877067008675,2.53156593288364e-10,"ENSG00000163219","ARHGAP25","Rho GTPase activating protein 25"
"1761","ENSG00000162894",-3.75447546057487,4.47242344074461,49.9822211446239,2.62492465801949e-10,"ENSG00000162894","FCMR","Fc fragment of IgM receptor"
"10311","ENSG00000254838",-3.22079178741108,4.45101486662809,49.9963918077335,2.62492465801949e-10,"ENSG00000254838","GVINP1","GTPase, very large interferon inducible pseudogene 1"
"5269","ENSG00000177721",-2.0773612992509,2.44695009422803,49.9395584723888,2.65949653652593e-10,"ENSG00000177721","ANXA2R","annexin A2 receptor"
"1441","ENSG00000122223",-3.44734080013438,0.753895437824664,49.8790916116706,2.70102894507138e-10,"ENSG00000122223","CD244","CD244 molecule"
"3732","ENSG00000239732",-2.47787580969834,1.82406642574389,49.8756121379571,2.70102894507138e-10,"ENSG00000239732","TLR9","toll like receptor 9"
"1770","ENSG00000117322",-6.84119818922516,3.86270440936686,49.7704122155652,2.82585496406954e-10,"ENSG00000117322","CR2","complement C3d receptor 2"
"18108","ENSG00000101194",-2.9008207032551,4.84985912063936,49.5915344276188,3.06981032465524e-10,"ENSG00000101194","SLC17A9","solute carrier family 17 member 9"
"3471","ENSG00000272282",-3.91326884649992,0.200159452224176,49.4873312580765,3.21051565332914e-10,"ENSG00000272282","LINC02084","long intergenic non-protein coding RNA 1977 [Source:HGNC Symbol;Acc:HGNC:52804]"
"3924","ENSG00000186265",-4.72072426078395,1.66316166023116,49.2178355354585,3.65310828797471e-10,"ENSG00000186265","BTLA","B and T lymphocyte associated"
"15847","ENSG00000092929",-2.13910633086286,5.0826229484618,48.7012795900206,4.71510950806744e-10,"ENSG00000092929","UNC13D","unc-13 homolog D"
"1727","ENSG00000240219",-2.37015140122137,2.75453952663099,48.5804675623247,4.93446454777421e-10,"ENSG00000240219","AL512306.2","GORAB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54051]"
"6178","ENSG00000026950",-2.3922017626675,5.99587204540821,48.5922076444187,4.93446454777421e-10,"ENSG00000026950","BTN3A1","butyrophilin subfamily 3 member A1"
"14100","ENSG00000262312",-4.0363995122673,-1.12046006270423,48.5538889064992,4.96209829963716e-10,"ENSG00000262312","AC004494.1","immunoglobulin lambda constant 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5860]"
"14292","ENSG00000103522",-3.90422947927834,1.43940918253002,48.4979645552157,5.0654364688909e-10,"ENSG00000103522","IL21R","interleukin 21 receptor"
"5325","ENSG00000175857",-4.65304246154768,1.78873393120546,48.414214837196,5.2451493201648e-10,"ENSG00000175857","GAPT","GRB2 binding adaptor protein, transmembrane"
"1446","ENSG00000186517",-3.07687181731057,4.96114665986649,48.3187514951798,5.46411945744487e-10,"ENSG00000186517","ARHGAP30","Rho GTPase activating protein 30"
"6296","ENSG00000226979",-3.8795698821101,-0.0168505085327041,48.2110150343693,5.68202133243016e-10,"ENSG00000226979","LTA","lymphotoxin alpha"
"12518","ENSG00000125245",-4.17267639654084,1.0043975017211,48.1905223722993,5.68202133243016e-10,"ENSG00000125245","GPR18","G protein-coupled receptor 18"
"13480","ENSG00000229474",-2.92757031783966,2.59372415218385,48.1821934133711,5.68202133243016e-10,"ENSG00000229474","PATL2","PAT1 homolog 2"
"14882","ENSG00000083454",-5.30142996212244,4.17281638866027,48.2207955300716,5.68202133243016e-10,"ENSG00000083454","P2RX5","purinergic receptor P2X 5"
"1760","ENSG00000162892",-3.6215502786717,2.23951892799745,48.129632695089,5.79283520589912e-10,"ENSG00000162892","IL24","interleukin 24"
"2513","ENSG00000230006",-5.15144753592385,3.97666832215504,48.0548184076874,5.88635090747076e-10,"ENSG00000230006","ANKRD36BP2","ankyrin repeat domain 36B pseudogene 2"
"11567","ENSG00000247774",-3.44383578081755,2.86220818630191,48.0647943125973,5.88635090747076e-10,"ENSG00000247774","PCED1B-AS1","PCED1B antisense RNA 1"
"14929","ENSG00000161929",-3.07986037692006,1.9663341391407,48.0704480039654,5.88635090747076e-10,"ENSG00000161929","SCIMP","SLP adaptor and CSK interacting membrane protein"
"3913","ENSG00000153283",-2.31200530042638,3.66996345992611,47.8839604144284,6.37577656094366e-10,"ENSG00000153283","CD96","CD96 molecule"
"3329","ENSG00000188389",-3.37895108942937,2.97993710118324,47.8383812264886,6.47878708865295e-10,"ENSG00000188389","PDCD1","programmed cell death 1"
"14901","ENSG00000141480",-1.44421260891221,5.09933206073564,47.5606945528801,7.41131616045553e-10,"ENSG00000141480","ARRB2","arrestin beta 2"
"13340","ENSG00000259772",-3.3380465940469,1.76229571358787,47.4513247076475,7.78098228192948e-10,"ENSG00000259772","LOC283710","uncharacterized LOC283710"
"15388","ENSG00000266088",-5.12773086507995,0.839748986238401,47.3597125477354,8.0958431053258e-10,"ENSG00000266088","AC004585.1","NOC2 like nucleolar associated transcriptional repressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52285]"
"10783","ENSG00000175463",-2.26853240086851,5.18786036110877,47.2719134229672,8.40750623699703e-10,"ENSG00000175463","TBC1D10C","TBC1 domain family member 10C"
"18055","ENSG00000124256",-4.62392907959399,2.94421095738258,47.2177696120877,8.58296246156233e-10,"ENSG00000124256","ZBP1","Z-DNA binding protein 1"
"19274","ENSG00000010671",-3.82614122599764,3.28842584817726,46.910610648839,9.96994926591914e-10,"ENSG00000010671","BTK","Bruton tyrosine kinase"
"19315","ENSG00000166707",-2.64706449385957,1.3538537137889,46.7862309572669,1.05504499791277e-09,"ENSG00000166707","ZCCHC18","zinc finger CCHC-type containing 18"
"16519","ENSG00000142347",-2.3197801351797,4.85347568325753,46.6888270364919,1.10126662378464e-09,"ENSG00000142347","MYO1F","myosin IF"
"11047","ENSG00000110777",-5.53633415978135,5.2393558480837,46.6189482360222,1.13353434859805e-09,"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1"
"2363","ENSG00000115956",-2.60819501846421,4.18643289993257,46.5953887454151,1.13954506347789e-09,"ENSG00000115956","PLEK","pleckstrin"
"10579","ENSG00000013725",-3.77470041217006,3.85805000359358,46.5654068380915,1.14940035864068e-09,"ENSG00000013725","CD6","CD6 molecule"
"1552","ENSG00000117560",-3.59245037594028,0.279798958792701,46.5328510855504,1.16091650084587e-09,"ENSG00000117560","FASLG","Fas ligand"
"8866","ENSG00000238113",-2.27660309132568,2.34780693933942,46.3316317821634,1.27800585648201e-09,"ENSG00000238113","LINC01410","long intergenic non-protein coding RNA 1410"
"5897","ENSG00000043462",-1.98308037938111,4.5258965509983,46.312893752903,1.28185326519455e-09,"ENSG00000043462","LCP2","lymphocyte cytosolic protein 2"
"8043","ENSG00000255354",-4.71039313501992,0.607895911241605,46.2181633756357,1.33661601682542e-09,"ENSG00000255354","None","PDGFA associated protein 1 (PDAP1) pseudogene"
"3935","ENSG00000072858",-3.16385402336824,2.43330245147036,46.1037956348636,1.40782023014715e-09,"ENSG00000072858","SIDT1","SID1 transmembrane family member 1"
"11021","ENSG00000137752",-2.06654544992043,3.92284774050383,46.0453240105262,1.44117257714285e-09,"ENSG00000137752","CASP1","caspase 1"
"1396","ENSG00000132704",-7.30072514515472,3.60755325607032,45.9614246535607,1.4946512803683e-09,"ENSG00000132704","FCRL2","Fc receptor like 2"
"18670","ENSG00000100365",-2.56509602428626,4.067742774417,45.9364691662612,1.50423172891658e-09,"ENSG00000100365","NCF4","neutrophil cytosolic factor 4"
"19023","ENSG00000235304",-6.58013832034663,-0.820191821438553,45.8947687400415,1.52693050783963e-09,"ENSG00000235304","LINC01281","long intergenic non-protein coding RNA 1281"
"4592","ENSG00000174123",-6.67094199298481,3.09663282895422,45.8608479280173,1.54389030038455e-09,"ENSG00000174123","TLR10","toll like receptor 10"
"15023","ENSG00000178999",-3.89541195614084,0.79807018946543,45.8311248613203,1.55775820475004e-09,"ENSG00000178999","AURKB","aurora kinase B"
"1439","ENSG00000026751",-4.65690496216414,3.84230542381314,45.7199447974557,1.63855075148585e-09,"ENSG00000026751","SLAMF7","SLAM family member 7"
"11303","ENSG00000139193",-3.01747755420111,3.46237618533528,45.6663043650369,1.6737091617891e-09,"ENSG00000139193","CD27","CD27 molecule"
"10786","ENSG00000213402",-2.09862790722907,5.18131789116247,45.5981892116177,1.72236837577651e-09,"ENSG00000213402","PTPRCAP","protein tyrosine phosphatase receptor type C associated protein"
"17681","ENSG00000089012",-4.69417912810297,2.13601552695292,45.5031215448372,1.79706928473505e-09,"ENSG00000089012","SIRPG","signal regulatory protein gamma"
"11108","ENSG00000198851",-3.33940697635742,4.1940299401144,45.3591743505357,1.9224676114625e-09,"ENSG00000198851","CD3E","CD3e molecule"
"14330","ENSG00000185905",-4.09653172011595,2.04964568487388,45.3230293826234,1.94006726356622e-09,"ENSG00000185905","C16orf54","chromosome 16 open reading frame 54"
"14447","ENSG00000167208",-3.47175498492104,2.42818788316186,45.3178704840113,1.94006726356622e-09,"ENSG00000167208","SNX20","sorting nexin 20"
"18676","ENSG00000100385",-3.17680915072768,3.8765447399118,45.084915091988,2.17219754922729e-09,"ENSG00000100385","IL2RB","interleukin 2 receptor subunit beta"
"14890","ENSG00000074370",-2.33112050192148,6.57672039859434,45.0521149977538,2.19589336993423e-09,"ENSG00000074370","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
